Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Total des abonnements au téléphone cellulaire mobile,Total des lignes d'accès téléphoniques,Total des recettes des télécommunications USD,Total des voies d'accès de communication
Japon,2008,1540932.0,23548935759.0,112050077.0,47299410.0,139372097523.0,189466993.0
Japon,2009,1098665.0,25322218660.0,112182922.0,43338640.0,151952548894.0,187176334.0
Japon,2010,1257500.0,16935520620.0,119535344.0,39568111.0,152292093871.0,193127241.0
Japon,2011,1370460.0,17982708934.0,128204758.0,35953256.0,166286179677.0,199030890.0
Japon,2012,1258211.0,17982203284.0,136043361.0,32743625.0,162364958015.0,204058637.0
Japon,2013,1047752.0,16427254098.0,144014699.0,30042234.0,139737704918.0,209854742.0
Japon,2014,926403.0,9584670568.0,152697747.0,27733001.0,129227864829.0,217062539.0
Japon,2015,754783.0,9881031064.0,156562122.0,25078411.0,115946794448.0,219336384.0
Japon,2016,599400.0,11018475963.0,163496760.0,22983971.0,130399852928.0,225353779.0
Japon,2017,518460.0,9756619417.0,170192035.0,21354067.0,125022733351.0,231030649.0
Japon,2018,443439.0,9911247962.0,177816158.0,19957340.0,0.0,237841509.0
Lettonie,2005,,,,,,60770.0
Lettonie,2006,,,,,,109674.0
Lettonie,2007,,,,,,338559.0
Lettonie,2008,,,,,,412108.0
Lettonie,2009,,,,,,436966.0
Lettonie,2010,,,,,,434655.0
Lettonie,2011,,,,,,455220.0
Lettonie,2012,1218000.0,102564103.0,2631000.0,392106.0,,3493654.0
Lettonie,2013,1045000.0,86666667.0,2580000.0,308500.0,,3381515.0
Lettonie,2014,979802.0,150666667.0,2384000.0,400809.0,705910143.0,3289650.0
Lettonie,2015,845850.0,108888889.0,2590000.0,395602.0,597757803.0,3495135.0
Lettonie,2016,764119.0,97777778.0,2625744.0,362940.0,590388951.0,3507838.0
Lettonie,2017,609956.0,75430199.0,2769740.0,342296.0,611030646.0,3638153.0
Lettonie,2018,586889.0,91357082.0,2799054.0,266214.0,625850569.0,3591316.0
Lituanie,2005,2887716.0,345979772.0,4353447.0,756276.0,3144434740.0,5343804.0
Lituanie,2006,3160118.0,437739317.0,4718215.0,722249.0,3370300828.0,5809179.0
Lituanie,2007,3260289.0,642797407.0,4921077.0,727724.0,4074614890.0,6156373.0
Lituanie,2008,3248753.0,551631561.0,5022638.0,711470.0,4595289032.0,6324211.0
Lituanie,2009,3047252.0,415901512.0,4961499.0,670981.0,4003800791.0,6266259.0
Lituanie,2010,2873219.0,427604224.0,4890979.0,641539.0,3431345367.0,6216575.0
Lituanie,2011,2765481.0,499940892.0,4938000.0,604895.0,3326011459.0,6274829.0
Lituanie,2012,2711033.0,340769130.0,4997265.0,561202.0,2913410840.0,6331191.0
Lituanie,2013,2096601.0,399038187.0,4494113.0,507458.0,2859893915.0,5765981.0
Lituanie,2014,1803893.0,378818872.0,4264592.0,461486.0,2793310348.0,5527941.0
Lituanie,2015,1636272.0,87647927.0,4184053.0,422737.0,628616733.0,5440088.0
Lituanie,2016,1527680.0,108707971.0,3600115.0,385805.0,657603161.0,4843681.0
Lituanie,2017,1432007.0,86449488.0,3700256.0,344473.0,689177823.0,4843498.0
Lituanie,2018,1335878.0,95008205.0,3764670.0,274421.0,738475715.0,4827834.0
Luxembourg,2005,419200.0,55897500.0,719500.0,244400.0,566925000.0,1031257.0
Luxembourg,2006,372000.0,87500000.0,714000.0,245300.0,612250000.0,1058580.0
Luxembourg,2007,310000.0,109452055.0,684000.0,254400.0,675616438.0,1067660.0
Luxembourg,2008,279000.0,129117647.0,707000.0,260400.0,743529412.0,1111166.0
Luxembourg,2009,260000.0,135833333.0,720000.0,264400.0,702361111.0,1129800.0
Luxembourg,2010,230000.0,122400000.0,727000.0,268000.0,661680000.0,1150892.0
Luxembourg,2011,236000.0,159027778.0,765000.0,274000.0,710305556.0,1202617.0
Luxembourg,2012,236000.0,170769231.0,761500.0,236000.0,718589744.0,1168151.0
Luxembourg,2013,224500.0,201600000.0,788500.0,218500.0,760000000.0,1184300.0
Luxembourg,2014,210000.0,208133333.0,883000.0,270740.0,712933333.0,1341340.0
Luxembourg,2015,193000.0,146111111.0,906000.0,276630.0,597777778.0,1382830.0
Luxembourg,2016,104000.0,124777778.0,894600.0,276400.0,610444444.0,1374100.0
Luxembourg,2017,99000.0,116966292.0,932000.0,275500.0,631910112.0,1421808.0
Luxembourg,2018,77000.0,94823529.0,951800.0,273500.0,677176471.0,1449500.0
Mexique,2005,43860561.0,3512609941.0,47128746.0,19512148.0,22297444895.0,67702682.0
Mexique,2006,51091577.0,3698949849.0,55395461.0,19861380.0,26045590102.0,77101276.0
Mexique,2007,61360877.0,3272417644.0,66559462.0,19997941.0,29093714102.0,89468787.0
Mexique,2008,69118299.0,3648119487.0,75368507.0,20491430.0,30230071076.0,100133563.0
Mexique,2009,72997624.0,2891460017.0,83219086.0,19642590.0,27198130054.0,111968809.0
Mexique,2010,78287518.0,5673033866.0,90467974.0,20115904.0,30286369343.0,120908388.0
Mexique,2011,80488243.0,4985302084.0,94583253.0,19996800.0,31824020398.0,125462153.0
Mexique,2012,85743048.0,,101360558.0,20587800.0,,133560924.0
Mexique,2013,90399443.0,4761037442.0,106748021.0,19318472.0,31260476860.0,138488667.0
Mexique,2014,89075691.0,3638222653.0,104948339.0,19436314.0,32945885979.0,137203581.0
Mexique,2015,90647027.0,4605550716.0,107688282.0,19615886.0,28245982735.0,141903019.0
Mexique,2016,93936401.0,4558959529.0,111730635.0,19985434.0,24539219378.0,147640040.0
Mexique,2017,94840804.0,3247846028.0,114329353.0,19950121.0,24681862503.0,151280588.0
Mexique,2018,100099672.0,3002896668.0,120173510.0,20999933.0,25710906030.0,159533015.0
Norvège,2005,1735766.0,575931677.0,4754453.0,1931480.0,4754037267.0,7731522.0
Norvège,2006,1613537.0,639625585.0,5007746.0,1668901.0,4851170047.0,7927546.0
Norvège,2007,1406161.0,682593857.0,5173367.0,1509887.0,5336348123.0,8101554.0
Norvège,2008,1422196.0,709219858.0,5211207.0,1384481.0,5640780142.0,8145663.0
Norvège,2009,1432038.0,,5354554.0,1246887.0,5324380032.0,8271575.0
Norvège,2010,1290389.0,,5371252.0,1132092.0,5578961575.0,8226699.0
Norvège,2011,1358424.0,,5547353.0,1025694.0,5884221817.0,8358633.0
Norvège,2012,1326722.0,1338542612.0,5613228.0,911797.0,5690165710.0,8377830.0
Norvège,2013,1304469.0,1437975340.0,5692052.0,780743.0,5714949434.0,8383515.0
Norvège,2014,1259127.0,1427767460.0,5737961.0,668858.0,5356373268.0,8383948.0
Norvège,2015,1144623.0,1244447270.0,5714890.0,569669.0,4197669009.0,8335019.0
Norvège,2016,1023452.0,1342999643.0,5729569.0,485264.0,4074609658.0,8321808.0
Norvège,2017,889055.0,1319827207.0,5719665.0,407775.0,4170020085.0,8292661.0
Norvège,2018,755243.0,1356246740.0,5720892.0,328681.0,4173245985.0,8256092.0
Nouvelle-Zélande,2005,2460620.0,514537678.0,3530000.0,1847000.0,3749295775.0,5751000.0
Nouvelle-Zélande,2006,2595100.0,596103896.0,3803000.0,1851000.0,3194805195.0,6144067.0
Nouvelle-Zélande,2007,2877540.0,786764706.0,4200000.0,1854000.0,3602941176.0,6811132.0
Nouvelle-Zélande,2008,3096334.0,834507042.0,4600000.0,1861000.0,3464788732.0,7375961.0
Nouvelle-Zélande,2009,3104365.0,1059375000.0,4700000.0,1856000.0,3081250000.0,7584556.0
Nouvelle-Zélande,2010,3161925.0,1111510791.0,5000000.0,1789000.0,3568345324.0,7916633.0
Nouvelle-Zélande,2011,3168118.0,972440945.0,5200000.0,1774063.0,3960629921.0,8184577.0
Nouvelle-Zélande,2012,3200000.0,1032520325.0,5400000.0,1759125.0,4268292683.0,8464928.0
Nouvelle-Zélande,2013,3000000.0,1295081967.0,5300000.0,1729406.0,4270491803.0,8397282.0
Nouvelle-Zélande,2014,3370000.0,1396694215.0,5600000.0,1539000.0,4272727273.0,8560621.0
Nouvelle-Zélande,2015,3490000.0,1237762238.0,5800000.0,1232000.0,3573426573.0,8505146.0
Nouvelle-Zélande,2016,3700000.0,1105555556.0,6100000.0,1221000.0,3666666667.0,8875206.0
Nouvelle-Zélande,2017,3860000.0,1119148936.0,6400000.0,1271000.0,3808510638.0,9293992.0
Nouvelle-Zélande,2018,3720000.0,1142758621.0,6400000.0,1073000.0,3736551724.0,9135090.0
OCDE - Total,2005,405270212.0,173414549000.0,973111634.0,539902152.0,1178831541897.0,1675245539.0
OCDE - Total,2006,482251231.0,196214280000.0,1079758304.0,524163359.0,1184401400450.0,1807787966.0
OCDE - Total,2007,543220049.0,202016255000.0,1187711576.0,504331074.0,1297432120376.0,1932501728.0
OCDE - Total,2008,570322241.0,206184915000.0,1263250076.0,480527829.0,1364448182656.0,2011159556.0
OCDE - Total,2009,574182013.0,177850929000.0,1303979032.0,450428005.0,1297384678522.0,2044255998.0
OCDE - Total,2010,576842079.0,175800703000.0,1349302211.0,427123300.0,1313517325079.0,2086077640.0
OCDE - Total,2011,598541915.0,191680373673.0,1409011863.0,402797884.0,1369169762289.0,2136338551.0
OCDE - Total,2012,525514365.0,191948869505.0,1453004532.0,379095410.0,1312223873555.0,2169566505.0
OCDE - Total,2013,517051213.003071,202557508913.0,1480497848.0,352736659.0,1312527811698.0,2183245099.0
OCDE - Total,2014,503329050.0,193300446161.0,1551624992.0,325963373.0,1323718350223.0,2239581839.0
OCDE - Total,2015,565093437.0,186240146447.0,1592561557.0,304729287.0,1237649676323.0,2275351432.0
OCDE - Total,2016,554834716.0,191530814693.0,1648559965.0,288252213.0,1267819378087.0,2329314214.0
OCDE - Total,2017,543314402.0,196926446865.0,1683934819.00299,268105392.0,1259587863457.0,2358324056.00299
OCDE - Total,2018,532837811.0,202431898369.0,1742750565.0,250996275.99968,1286608199328.0,2412618089.99968
Pays-Bas,2005,12028000.0,2702270229.0,16289000.0,5942000.0,18993000000.0,26345573.0
Pays-Bas,2006,9381900.0,3306065853.0,17058000.0,5776720.0,19202000000.0,27899720.0
Pays-Bas,2007,8171000.0,3754330077.0,18453000.0,6165720.0,18409805479.0,30236622.0
Pays-Bas,2008,8393000.0,4171278278.0,20627000.0,5422000.0,21011852941.0,31904000.0
Pays-Bas,2009,7628000.0,4072607643.0,20682000.0,4804000.0,19636266667.0,31616000.0
Pays-Bas,2010,6357000.0,3909703337.0,20627000.0,4080000.0,18679325333.0,31036000.0
Pays-Bas,2011,6252000.0,4072607643.0,21848000.0,3556000.0,19285916667.0,31902000.0
Pays-Bas,2012,5420000.0,3473718973.0,21681000.0,2486000.0,15642623098.0,30821000.0
Pays-Bas,2013,4815000.0,5636464000.0,21500000.0,2041000.0,17537764713.0,30335000.0
Pays-Bas,2014,4037000.0,3749080760.0,22547000.0,1696000.0,16135724000.0,31094000.0
Pays-Bas,2015,3655000.0,2587111367.0,23590000.0,1368000.0,12989662222.0,31949000.0
Pays-Bas,2016,3358000.0,2633476667.0,26018000.0,1108000.0,12024118889.0,34348000.0
Pays-Bas,2017,2910000.0,2547762921.0,25550000.0,904000.0,11879591011.0,33743000.0
Pays-Bas,2018,1981000.0,2643440000.0,27087000.0,699000.0,11593591765.0,35192000.0
Pologne,2005,18812776.0,2085582903.0,29166391.0,11740860.0,11442624437.0,41828003.0
Pologne,2006,24318517.0,2598183600.0,36745454.0,11394066.0,12915052804.0,50876443.0
Pologne,2007,26684062.0,3112956524.0,41388774.0,10299766.0,15152770770.0,54986240.0
Pologne,2008,24466002.0,3057772412.0,43926365.0,9453928.0,17883876791.0,57375751.0
Pologne,2009,23419352.0,2559526082.0,44806632.0,8493021.0,13849277471.0,58861565.0
Pologne,2010,24022111.0,2471537083.0,46976572.0,7685049.0,14307862818.0,60823267.0
Pologne,2011,26400311.0,2340991182.0,50146101.0,6858441.0,14597887064.0,63613397.0
Pologne,2012,29259705.0,1994547870.0,54086209.0,6350410.0,13292052858.0,67471516.0
Pologne,2013,30632716.0,2151024368.0,56972803.0,5846273.0,12741094672.0,69744245.0
Pologne,2014,30815614.0,2136624690.0,56905306.0,4823098.0,12595951953.0,68651294.0
Pologne,2015,27610369.0,1715281105.0,54546230.0,4319020.0,10518063581.0,66027159.0
Pologne,2016,22902371.0,,53001776.0,3940713.0,10071412060.0,63984959.0
Pologne,2017,17797277.0,,50458854.0,3463170.0,10441551010.0,60975357.0
Pologne,2018,13543649.0,,48285511.0,2864497.0,10850194569.0,58911118.0
Portugal,2005,9211786.0,915880575.0,11368494.0,3572535.0,9218125504.0,16107179.0
Portugal,2006,9760816.0,969323735.0,12236104.0,3435848.0,9222550469.0,17095639.0
Portugal,2007,10341344.0,1670271246.0,13477414.0,3231455.0,10632547945.0,18222183.0
Portugal,2008,11080118.0,1468299955.0,14953227.0,2970220.0,11332604412.0,19616706.0
Portugal,2009,11702094.0,1464595517.0,16051044.0,2786569.0,10497329167.0,20771054.0
Portugal,2010,11879544.0,1435721005.0,16473690.0,2651593.0,10132965333.0,21268841.0
Portugal,2011,12066059.0,1249601497.0,16794499.0,2519310.0,9065269444.0,21567054.0
Portugal,2012,12032023.0,991875500.0,16827910.0,2345759.0,8483467949.0,21568123.0
Portugal,2013,11368124.0,989326816.0,16665949.0,2214434.0,8361841333.0,21448411.0
Portugal,2014,9562667.0,820828905.0,16731949.0,2058442.0,7694884000.0,21648167.0
Portugal,2015,8502881.0,697134593.0,16790405.0,1906957.0,6364621111.0,21839550.0
Portugal,2016,8302184.0,676892171.0,17079569.0,1698296.0,6501200000.0,22153462.0
Portugal,2017,8252493.0,727483322.0,17451924.0,1474658.0,6632064045.0,22501220.0
Portugal,2018,7236189.0,712216546.0,17541568.0,1231779.0,6915676471.0,22558031.0
Royaume-Uni,2005,43064148.0,18779037471.0,65681261.0,31087899.0,71471593333.0,106665802.0
Royaume-Uni,2006,45518728.0,17695786432.0,70137144.0,30645641.0,75772300648.0,113795715.0
Royaume-Uni,2007,47466048.0,18933938191.0,74319198.0,30575292.0,82921186821.0,120499354.0
Royaume-Uni,2008,47482741.0,10775740741.0,77490937.0,30345345.0,89393948816.0,125107793.0
Royaume-Uni,2009,47605201.0,8020312500.0,80581053.0,30015403.0,72834382423.0,128950826.0
Royaume-Uni,2010,44798118.0,7896923077.0,81476397.0,30292622.0,68977870705.0,131381841.0
Royaume-Uni,2011,42382669.0,8279032258.0,82162029.0,30246808.0,69110967334.0,133136716.0
Royaume-Uni,2012,39596983.0,,83054665.0,30404060.0,64757864404.0,135295360.0
Royaume-Uni,2013,35880703.6143544,,82671131.0,30648829.0,60850540372.0,136076520.0
Royaume-Uni,2014,34321997.0,,83663412.0,30915102.0,61783648701.0,138288797.0
Royaume-Uni,2015,33445521.0,,85263010.0,31235074.0,57163797022.0,141161193.0
Royaume-Uni,2016,29467818.0,,83909810.0,31363375.0,50723485083.0,140746804.0
Royaume-Uni,2017,27561623.0,,84097571.0,31182800.0,47304277280.0,141323802.0
Royaume-Uni,2018,25915331.0,,83997855.0,31919894.0,45120487329.0,142503859.0
République slovaque,2005,2392884.0,420303721.0,4540374.0,1197044.0,1856510133.0,5871318.0
République slovaque,2006,2381788.0,440384694.0,4893232.0,1167390.0,1948877844.0,6303879.0
République slovaque,2007,3096881.0,530112592.0,6068063.0,1150763.0,2532066459.0,7590881.0
République slovaque,2008,2307227.0,570643812.0,5845696.0,1097807.0,3150793475.0,7490818.0
République slovaque,2009,1979141.0,542616921.0,5497719.0,1013365.0,2949142242.0,7286140.0
République slovaque,2010,2140085.0,478761769.0,5925012.0,889792.0,2641651680.0,7691757.0
République slovaque,2011,1929921.0,520061399.0,5983059.0,820923.0,2707198490.0,7757080.0
République slovaque,2012,1859802.0,263046901.0,6094466.0,729482.0,2397814492.0,7869438.0
République slovaque,2013,1831444.0,299364792.0,6208412.0,704921.0,2362109143.0,8022393.0
République slovaque,2014,1823330.0,420593433.0,6378095.0,616471.0,2251838436.0,8185782.0
République slovaque,2015,1889334.0,348770432.0,6675553.0,522639.0,1843857269.0,8472004.0
République slovaque,2016,2041848.0,392060109.0,6989902.0,426171.0,1871510556.0,8752614.0
République slovaque,2017,2195428.0,426321116.0,7117753.0,371269.0,1870349329.0,8893773.0
République slovaque,2018,2104043.0,418600742.0,7241702.0,324020.0,2005728039.0,9073720.0
Slovénie,2005,772823.0,236839635.0,1759232.0,744345.0,1189920298.0,2698400.0
Slovénie,2006,734775.0,311388959.0,1819572.0,721355.0,1310528293.0,2816712.0
Slovénie,2007,748402.0,497465560.0,1928412.0,662767.0,1513339433.0,2923814.0
Slovénie,2008,729077.0,590081278.0,2054889.0,643710.0,1821383056.0,3118526.0
Slovénie,2009,668606.0,257655500.0,2100435.0,558300.0,1769967607.0,3100257.0
Slovénie,2010,635590.0,213686878.0,2121950.0,489630.0,1491835430.0,3082101.0
Slovénie,2011,627472.0,178623013.0,2168548.0,424308.0,1692020534.0,3087223.0
Slovénie,2012,636401.0,227208895.0,2241160.0,362304.0,1553860177.0,3112796.0
Slovénie,2013,620057.0,206063842.0,2283573.0,302794.0,1431651949.0,3110977.0
Slovénie,2014,613704.0,241195496.0,2326386.0,249780.0,1423827513.0,3127174.0
Slovénie,2015,578791.0,211073857.0,2353926.0,210138.0,1204823831.0,3128038.0
Slovénie,2016,550552.0,232765459.0,2385757.0,176462.0,1197015136.0,3146682.0
Slovénie,2017,534097.0,277748632.0,2443172.0,143603.0,1270049731.0,3184134.0
Slovénie,2018,498713.0,303146509.0,2465857.0,122121.0,1275402545.0,3196330.0
Suisse,2005,2808411.0,1623764000.0,6834233.0,3831019.0,12916800000.0,12454081.0
Suisse,2006,3102594.0,5189576000.0,7436157.0,3759661.0,13040760000.0,13259936.0
Suisse,2007,3558653.0,1992272500.0,8208884.0,3698132.0,14315856667.0,14345144.0
Suisse,2008,3895657.0,2109656481.0,8896706.0,3634891.0,16091998148.0,15055246.0
Suisse,2009,4057856.0,2102931193.0,9322580.0,3494419.0,16016523853.0,15595950.0
Suisse,2010,4221556.0,2073250000.0,9644157.0,3261186.0,16877715385.0,15881315.0
Suisse,2011,4232784.0,2699593258.0,10082636.0,3141204.0,19478083146.0,16393395.0
Suisse,2012,4280129.0,3478295745.0,10561075.0,2989639.0,18781468085.0,16929428.0
Suisse,2013,4192525.0,3127553763.0,10828694.0,2847777.0,19129819355.0,17328528.0
Suisse,2014,4818491.0,3660790217.0,11687654.0,2716652.0,20118710870.0,18162409.0
Suisse,2015,4180377.0,3228432969.0,11283399.0,2590734.0,19261442031.0,17714108.0
Suisse,2016,3906436.0,3242572494.0,11240971.0,2329634.0,18531456411.0,17395700.0
Suisse,2017,3525968.0,2998436602.0,11088598.0,1542830.0,18472252625.0,16607862.0
Suisse,2018,2890055.0,2853730481.0,10808148.0,1233299.0,18872364658.0,15978730.0
Suède,2005,4638459.0,,9103505.0,5376836.0,6666654411.0,16356341.0
Suède,2006,4692726.0,1381842818.0,9606661.0,5076868.0,6607645864.0,17064229.0
Suède,2007,4496329.0,1582544379.0,10116852.0,4785328.0,7337486656.0,17668194.0
Suède,2008,4406879.0,1470257967.0,10891660.0,4470735.0,7521298506.0,18267395.0
Suède,2009,4531686.0,1189673203.0,11750105.0,4036815.0,6560426787.0,18730920.0
Suède,2010,4650909.0,973925104.0,12691619.0,3574064.0,7165737100.0,19262683.0
Suède,2011,4544624.0,1462865948.0,13387910.0,3166639.0,8025635713.0,19578549.0
Suède,2012,4365208.0,1419174041.0,13947534.0,2732551.0,7632257094.0,19750085.0
Suède,2013,4478323.0,1495545315.0,14424085.0,2355344.0,7922448940.0,19926429.0
Suède,2014,4025648.0,1584693878.0,14525783.0,2009268.0,7585436195.0,19816051.0
Suède,2015,4128201.0,1481376038.0,14823062.0,1703998.0,6175612159.0,20024410.0
Suède,2016,3790814.0,1835163551.0,14671182.0,1435411.0,6233883446.0,19785999.0
Suède,2017,3392762.0,2047251462.0,14381190.0,1148065.0,6301239871.0,19395608.0
Suède,2018,3222772.0,1781933257.0,14316905.0,888880.0,5838200736.0,19179407.0
Tchéquie,2005,7833756.0,575654007.0,11775878.0,2868830.0,4881562563.0,15305708.0
Tchéquie,2006,7451645.0,627015619.0,12406199.0,2548378.0,5395686593.0,16091335.0
Tchéquie,2007,7380865.0,782848694.0,13228631.0,2492963.0,6849482504.0,17223014.0
Tchéquie,2008,7294012.0,877152900.0,13805466.0,2380341.0,8429584066.0,17955491.0
Tchéquie,2009,7206875.0,763168940.0,14258404.0,2119855.0,7008447009.0,18414369.0
Tchéquie,2010,7100000.0,792931937.0,14390000.0,1630000.0,6664921466.0,18281979.0
Tchéquie,2011,6620000.0,826497175.0,14240000.0,1830000.0,6723163842.0,18566300.0
Tchéquie,2012,5357800.0,759797855.0,13862800.0,1594500.0,5943157293.0,18113700.0
Tchéquie,2013,5454800.0,722888804.0,13965000.0,1331300.0,5420084844.0,18098657.0
Tchéquie,2014,5055464.0,1041799940.0,13913075.0,819451.0,5010902524.0,17758389.0
Tchéquie,2015,4892907.0,590207979.0,14016622.0,818006.0,4637890196.0,17804654.0
Tchéquie,2016,4821205.0,685829629.0,13322688.0,617539.0,4686270918.0,17004518.0
Tchéquie,2017,4655896.0,648886976.0,13496301.0,533737.0,5011108521.0,17166603.0
Tchéquie,2018,4479730.0,735763153.0,13705387.0,477541.0,5385664225.0,17397329.0
Türkiye,2005,30600875.0,1428167181.0,43608965.0,18992521.0,12591427517.0,64131486.0
Türkiye,2006,42694895.0,1722516557.0,52662709.0,18846151.0,11287209410.0,74282545.0
Türkiye,2007,50237153.0,1906685525.0,61975807.0,18216271.0,14828317524.0,84587878.0
Türkiye,2008,52640000.0,2590502306.0,65824110.0,17519301.0,15663084340.0,89080030.0
Türkiye,2009,46910000.0,3744407044.0,62779554.0,16550926.0,13365858314.0,85716774.0
Türkiye,2010,42711772.0,2507200457.0,61769635.0,16218022.0,14119170677.0,85101269.0
Türkiye,2011,42279472.0,3353690676.0,65321745.0,15226327.0,16194458186.0,88139439.0
Türkiye,2012,41709890.0,3200860734.0,67680547.0,14425705.0,16724057836.0,89975220.0
Türkiye,2013,41465390.0,2874948432.0,69661108.0,13055994.0,16473051227.0,91110493.0
Türkiye,2014,40037521.0,2589148002.0,71888414.0,11917961.0,15371045353.0,92672736.0
Türkiye,2015,38181732.0,6351093376.0,73639261.0,10786636.0,14551400276.0,93930491.0
Türkiye,2016,36343215.0,2459467744.0,75061699.0,11077559.0,14977074338.0,96638950.0
Türkiye,2017,35717456.0,2234039225.0,77800170.0,11308444.0,14012896524.0,101033519.0
Türkiye,2018,34382665.0,1947012431.0,80117999.0,11633461.0,12221612707.0,105158686.0
États-Unis,2005,23430000.0,70760000000.0,203700000.0,167898490.0,457465000000.0,420073334.0
États-Unis,2006,36270000.0,79884000000.0,229619000.0,160270420.0,471681000000.0,450532289.0
États-Unis,2007,44710000.0,79717000000.0,249332000.0,151174614.0,491123000000.0,470562760.0
États-Unis,2008,46508552.0,80651000000.0,261284000.0,141019000.0,508672000000.0,479903095.0
États-Unis,2009,54582317.0,67262000000.0,274283000.0,126949000.0,505503000000.0,481225000.0
États-Unis,2010,58735750.0,70223000000.0,285118000.0,117884000.0,517507000000.0,487524000.0
États-Unis,2011,71593069.0,73531000000.0,297404000.0,106649000.0,539611000000.0,492370000.0
États-Unis,2012,,81038000000.0,304838000.0,96138000.0,556587000000.0,493488000.0
États-Unis,2013,,87240000000.0,305742000.0,85280000.0,558935000000.0,487053000.0
États-Unis,2014,,86631000000.0,355500000.0,72605000.0,588172000000.0,526350000.0
États-Unis,2015,75800000.0,84498000000.0,378000000.0,64566000.0,601970000000.0,544783000.0
États-Unis,2016,77500000.0,87659000000.0,396000000.0,58200000.0,627970000000.0,559914000.0
États-Unis,2017,77400000.0,94472000000.0,400000000.0,49700000.0,617045000000.0,557899000.0
États-Unis,2018,74000000.0,94997000000.0,421800000.0,42900000.0,630683000000.0,575565000.0
